employee_id,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,Awards,avg_training_score,Promoted
8449,0,2,1,1,2,39,3,5,0,0,88,0
8450,7,1,1,1,1,34,3,5,1,0,52,0
8451,4,2,1,1,1,39,3,7,0,0,59,0
8452,7,2,1,1,3,30,1,6,1,0,47,0
8453,5,1,1,1,1,28,1,4,0,0,71,0
8454,5,1,1,1,1,33,5,8,0,0,69,0
8455,4,2,1,2,2,33,3,7,0,0,63,0
8456,1,1,1,1,1,28,5,3,0,0,62,0
8457,7,1,1,2,1,49,5,10,0,0,54,0
8458,4,1,0,2,1,44,3,5,0,0,62,0
8459,7,2,1,1,1,43,2,14,0,0,53,0
8460,7,1,1,1,1,32,2,7,1,0,50,0
8461,8,2,1,1,3,42,3,3,0,0,75,0
8462,7,2,1,2,1,35,3,4,0,0,51,0
8463,4,1,0,2,1,34,3,3,1,0,58,0
8464,7,1,1,1,1,29,4,3,0,0,49,0
8465,5,2,1,1,1,44,2,7,0,0,72,0
8466,2,1,1,2,1,29,5,2,1,0,49,0
8467,7,1,1,2,1,25,5,2,0,0,52,0
8468,5,1,0,1,1,40,3,5,1,0,75,0
8469,5,2,0,1,1,52,2,23,0,0,69,0
8470,0,1,1,1,1,28,2,6,0,0,87,0
8471,7,1,1,2,1,37,3,3,0,0,51,0
8472,7,2,0,1,1,47,3,5,0,0,49,0
8473,4,1,1,1,2,32,5,10,1,0,59,0
8474,8,1,1,1,2,29,3,4,0,0,80,0
8475,8,2,0,1,1,38,1,10,0,0,77,0
8476,7,1,1,2,1,33,5,7,1,0,49,0
8477,2,1,1,1,1,29,4,3,0,0,50,0
8478,2,1,1,1,1,26,4,2,0,0,55,0
8479,0,1,0,1,1,32,3,4,1,0,86,0
8480,5,2,1,2,1,38,3,7,0,0,69,0
8481,1,1,1,1,1,38,4,4,0,0,61,0
8482,6,1,1,1,3,29,4,3,1,0,80,0
8483,5,1,1,1,1,26,5,2,1,0,69,0
8484,7,2,1,2,1,40,1,5,0,0,47,0
8485,8,2,1,2,1,41,5,7,1,1,78,0
8486,7,2,1,1,1,33,5,3,0,0,51,0
8487,4,1,0,1,1,33,4,5,1,0,58,0
8488,5,1,0,1,2,29,5,4,1,0,66,0
8489,7,1,1,1,2,29,4,2,0,0,49,0
8490,8,1,1,1,2,30,1,3,0,0,80,0
8491,5,2,1,1,2,35,5,6,1,0,71,0
8492,4,2,1,2,1,32,5,3,1,0,63,0
8493,4,2,1,1,1,28,3,4,0,0,55,0
8494,5,1,1,1,2,27,3,3,0,0,69,0
8495,7,1,1,1,1,37,4,10,0,0,49,0
8496,4,2,1,1,1,52,5,9,0,0,61,0
8497,7,1,1,2,2,30,1,5,0,0,44,0
8498,0,1,1,1,1,32,4,5,1,0,83,0
8499,3,1,1,1,1,26,5,2,0,0,57,0
8500,4,1,1,1,2,32,5,4,1,0,59,0
8501,7,1,1,1,1,35,4,7,1,0,47,0
8502,8,1,1,3,2,32,3,5,1,0,83,0
8503,4,1,1,1,1,25,4,2,1,0,66,0
8504,7,1,1,1,1,35,3,5,0,0,47,0
8505,2,2,1,1,1,32,4,5,1,0,45,0
8506,6,1,1,1,1,31,5,6,1,0,83,0
8507,7,1,1,1,1,48,3,4,0,0,48,0
8508,6,1,1,1,1,31,4,6,0,0,87,0
8509,2,2,0,1,1,39,3,7,0,0,46,0
8510,4,2,1,1,1,36,3,9,0,0,57,0
8511,7,1,1,1,1,29,5,4,1,0,54,0
8512,4,1,0,1,1,53,3,7,0,0,63,0
8513,4,2,1,3,2,36,5,8,0,0,58,0
8514,8,2,1,2,1,34,2,4,1,0,79,0
8515,7,2,1,1,2,57,2,6,0,0,49,0
8516,0,1,1,1,1,29,3,3,1,0,85,0
8517,7,1,1,2,1,34,3,3,0,0,67,1
8518,7,1,1,2,3,43,3,14,0,0,50,0
8519,7,1,0,1,1,27,3,3,0,0,46,0
8520,7,1,0,2,1,27,3,4,0,0,51,0
8521,7,2,1,1,1,38,5,6,1,0,94,1
8522,7,2,1,2,1,38,1,6,0,0,50,0
8523,5,1,1,1,2,35,4,9,0,0,70,0
8524,7,2,1,1,1,35,3,4,0,0,63,1
8525,4,1,0,1,1,53,3,4,0,0,60,0
8526,7,1,1,2,3,31,1,4,0,0,55,0
8527,5,1,0,2,1,33,4,6,1,0,72,0
8528,5,2,1,1,1,43,2,4,0,0,68,0
8529,5,2,0,1,1,46,5,7,0,0,81,1
8530,5,2,0,2,1,38,5,8,1,0,66,0
8531,7,2,1,2,1,31,2,4,0,0,53,0
8532,7,1,1,2,1,35,1,9,0,0,47,0
8533,1,1,0,1,1,31,3,7,1,0,53,0
8534,5,2,1,2,1,33,3,2,0,0,70,0
8535,0,1,1,2,1,31,4,2,1,0,84,0
8536,1,2,0,2,1,38,3,4,0,0,56,0
8537,0,2,1,2,2,36,3,9,0,0,83,0
8538,4,1,1,1,1,30,1,8,0,0,60,0
8539,4,2,0,2,1,50,5,2,0,0,57,0
8540,7,2,1,2,1,36,3,9,0,0,50,0
8541,7,2,1,1,1,39,1,11,0,0,53,0
8542,7,1,0,1,1,31,4,6,1,0,49,1
8543,0,2,1,1,1,32,4,8,0,0,88,0
8544,4,3,0,2,1,25,3,2,0,0,60,0
8545,3,1,1,2,1,49,5,18,0,0,60,0
8546,4,1,0,2,1,36,5,9,0,0,61,0
8547,5,2,0,2,1,34,5,5,1,0,70,1
8548,7,2,1,1,1,37,3,8,0,0,50,0
8549,7,1,1,1,2,31,1,7,0,0,47,0
8550,8,1,1,2,1,35,5,9,1,0,81,1
8551,7,1,1,1,4,29,1,6,0,0,51,0
8552,0,2,1,1,1,56,5,17,0,0,87,0
8553,4,2,1,1,1,36,3,9,0,0,57,0
8554,4,2,0,1,1,40,4,5,1,0,57,0
8555,4,1,1,1,1,32,3,4,0,0,59,0
8556,7,1,1,2,1,33,3,6,0,0,50,0
8557,4,1,0,2,1,34,1,9,0,0,59,0
8558,5,2,0,1,1,38,3,9,0,0,69,0
8559,7,1,1,2,1,29,5,5,1,0,52,0
8560,5,1,0,1,1,37,3,7,0,0,74,0
8561,8,2,1,1,1,36,3,2,0,0,86,0
8562,7,2,1,1,1,43,3,3,1,0,46,0
8563,4,1,1,2,1,33,5,2,1,0,62,1
8564,7,2,1,1,1,31,3,6,0,0,48,0
8565,8,1,1,1,1,27,4,2,1,0,78,1
8566,5,2,0,1,1,38,3,3,1,0,69,0
8567,6,2,1,1,1,33,4,3,1,0,85,0
8568,7,2,1,1,1,34,2,7,0,0,48,0
8569,4,1,1,2,1,56,2,30,0,0,58,0
8570,4,3,1,1,1,25,2,3,0,0,59,0
8571,4,2,0,1,1,40,4,9,0,0,58,0
8572,0,2,1,1,1,35,3,9,0,0,84,0
8573,4,1,1,1,1,30,5,5,1,0,55,0
8574,7,1,1,2,1,38,4,3,0,0,53,0
8575,4,1,1,1,1,35,4,8,1,0,58,0
8576,7,1,0,1,1,31,4,4,0,0,55,0
8577,4,1,0,1,1,40,5,5,1,0,62,0
8578,7,2,0,1,1,34,3,2,0,0,44,0
8579,1,1,1,1,1,25,3,3,0,0,59,0
8580,7,1,1,2,1,43,3,4,1,0,45,0
8581,2,1,0,1,1,31,3,6,1,0,48,0
8582,5,1,0,2,1,29,3,5,1,0,72,0
8583,2,1,1,1,1,29,5,2,1,0,50,0
8584,7,1,1,1,1,35,3,3,0,0,48,0
8585,0,2,1,1,1,29,4,2,1,0,87,0
8586,5,1,1,1,1,56,5,8,1,0,69,0
8587,4,1,1,1,1,33,5,4,1,0,58,0
8588,5,1,0,3,1,32,4,3,1,0,68,1
8589,7,2,1,1,1,33,4,3,1,0,49,1
8590,7,1,1,2,1,28,4,5,1,0,50,0
8591,8,1,0,1,1,30,1,2,0,0,78,0
8592,4,1,1,1,1,41,5,7,1,0,63,0
8593,8,2,1,1,1,40,4,11,0,0,76,0
8594,4,1,1,2,2,36,5,4,0,0,59,0
8595,5,1,1,1,1,34,3,9,1,0,70,0
8596,8,1,0,1,2,33,3,7,0,0,79,0
8597,7,1,1,1,3,34,3,6,1,0,50,0
8598,7,1,1,2,1,32,4,5,0,0,43,0
8599,5,2,1,2,1,38,3,7,1,1,69,0
8600,7,2,1,1,1,46,3,22,0,0,48,0
8601,5,2,1,2,1,36,5,4,1,0,75,0
8602,4,2,0,1,1,39,4,3,1,0,63,0
8603,8,1,1,2,1,30,4,4,1,0,81,0
8604,4,1,0,2,1,24,5,2,0,0,55,0
8605,7,1,1,2,1,32,4,7,1,0,50,0
8606,2,2,0,2,1,37,3,11,0,0,47,0
8607,4,1,0,2,1,36,3,10,0,0,72,1
8608,7,1,1,1,2,31,4,6,0,0,47,0
8609,1,2,0,1,1,40,3,4,1,0,58,0
8610,8,1,0,1,1,31,5,6,0,0,92,1
8611,4,1,1,1,1,43,3,7,1,0,57,0
8612,8,1,1,1,3,30,4,3,1,0,83,0
8613,4,2,1,2,1,34,3,2,1,0,57,0
8614,7,1,1,2,2,34,4,9,0,0,53,0
8615,4,1,1,2,1,31,3,4,0,0,60,0
8616,7,1,1,2,3,30,3,5,0,0,44,0
8617,7,1,1,1,1,37,2,4,0,0,46,0
8618,8,2,0,1,1,52,3,5,0,0,76,0
8619,7,1,0,2,2,29,3,7,1,0,47,0
8620,7,1,0,1,1,33,3,9,0,0,51,0
8621,7,1,1,1,1,37,1,8,0,0,47,0
8622,5,1,0,1,1,52,4,9,0,0,73,0
8623,8,1,0,2,1,28,3,5,1,0,84,0
8624,4,2,1,1,1,36,3,9,0,0,65,0
8625,8,1,1,1,2,31,4,7,0,0,79,0
8626,5,1,1,2,1,31,2,3,1,0,69,0
8627,7,2,1,1,1,38,2,10,0,0,50,0
8628,4,1,1,1,1,30,3,2,0,0,56,0
8629,7,1,1,2,1,32,3,7,0,0,49,0
8630,5,1,1,1,1,29,3,6,1,0,66,0
8631,7,2,1,1,1,48,1,11,0,0,47,0
8632,7,2,1,1,1,35,5,2,1,0,51,0
8633,4,2,0,2,2,35,3,7,0,0,60,0
8634,5,1,1,1,2,55,5,19,0,0,65,0
8635,5,2,0,1,1,57,4,7,0,0,67,0
8636,0,2,1,1,1,31,5,2,1,0,89,1
8637,5,1,1,1,5,30,4,4,0,0,63,0
8638,7,1,1,1,1,42,3,2,0,0,48,0
8639,8,1,0,1,1,41,4,6,1,0,82,0
8640,4,1,1,1,1,35,2,2,0,0,60,0
8641,8,2,1,2,4,40,5,3,1,1,75,0
8642,4,1,1,1,3,34,3,7,0,0,58,0
8643,8,1,0,1,1,46,5,13,1,0,81,0
8644,7,2,1,2,2,33,1,9,0,0,53,0
8645,4,1,0,1,1,49,4,15,0,0,60,0
8646,8,1,1,1,1,30,1,4,0,0,81,0
8647,7,1,1,1,1,26,3,2,0,0,48,0
8648,7,1,1,1,5,51,1,3,1,0,49,0
8649,3,1,0,1,1,25,5,2,1,0,56,1
8650,0,2,1,2,2,32,5,5,1,0,92,0
8651,1,1,1,2,1,40,5,6,1,0,55,0
8652,7,1,1,1,1,34,1,10,0,0,52,0
8653,7,1,1,1,1,33,1,4,0,0,51,0
8654,4,2,1,1,1,35,3,3,0,0,57,0
8655,4,1,0,1,1,43,3,11,0,0,63,0
8656,4,2,0,1,1,31,4,5,0,0,59,0
8657,7,1,0,1,1,27,1,5,0,0,49,0
8658,0,1,1,1,1,27,5,3,1,0,79,0
8659,4,2,1,3,1,36,3,4,0,0,55,0
8660,8,2,1,1,2,36,5,9,0,0,93,1
8661,7,2,0,1,1,32,1,5,0,0,53,0
8662,7,2,1,2,1,35,3,3,1,0,54,0
8663,7,1,1,2,1,56,1,17,0,0,53,0
8664,4,1,0,2,1,34,3,4,1,0,61,1
8665,5,2,0,1,1,40,4,3,0,0,71,0
8666,4,2,1,2,1,51,3,3,0,0,60,0
8667,7,1,1,1,1,34,3,4,0,0,53,0
8668,8,2,0,2,1,33,2,5,1,0,79,0
8669,7,1,1,1,1,31,1,5,0,0,48,0
8670,7,1,1,2,1,32,3,5,1,0,51,0
8671,5,2,0,1,1,50,5,18,1,0,73,0
8672,1,2,1,1,2,33,3,5,0,0,57,0
8673,4,2,0,1,1,36,3,8,1,0,59,0
8674,7,1,1,2,1,31,4,4,1,0,50,0
8675,7,2,1,1,1,35,5,10,0,0,53,0
8676,3,1,1,2,1,32,4,2,0,0,62,0
8677,4,1,1,1,1,39,4,8,0,0,58,0
8678,8,2,1,2,2,34,3,9,0,0,82,0
8679,2,1,0,1,1,29,3,4,0,0,45,0
8680,4,2,1,1,1,37,3,9,0,0,72,1
8681,5,2,0,2,8,43,4,3,1,0,72,0
8682,0,1,1,2,1,29,3,5,0,0,80,0
8683,8,1,1,1,1,29,5,4,0,0,83,0
8684,7,1,1,2,1,24,5,2,1,0,52,0
8685,4,2,1,1,1,44,1,6,0,0,61,0
8686,7,2,1,1,1,34,1,4,0,0,47,0
8687,7,1,1,1,1,28,5,2,1,0,51,0
8688,0,2,1,2,2,40,3,7,0,0,85,0
8689,4,1,0,1,1,48,5,6,1,0,61,0
8690,4,1,1,1,1,33,4,3,1,0,59,0
8691,7,1,1,2,1,33,3,9,0,0,49,0
8692,7,1,0,1,1,34,2,7,0,0,50,0
8693,0,1,1,2,2,28,2,7,1,0,85,1
8694,4,2,1,1,1,36,3,4,0,0,60,0
8695,4,1,0,2,1,38,3,4,0,0,60,0
8696,0,1,1,1,1,29,3,2,0,0,83,0
8697,1,1,0,2,1,32,2,2,0,0,56,0
8698,0,1,1,3,2,32,5,4,1,0,85,0
8699,0,1,1,1,1,52,1,3,0,0,85,0
8700,7,1,1,1,1,45,5,6,0,0,52,0
8701,1,1,1,2,1,53,5,7,1,0,61,0
8702,8,1,1,2,1,30,2,2,0,0,81,0
8703,4,1,0,1,1,44,2,10,0,0,58,0
8704,7,1,1,1,1,33,5,8,0,0,51,0
8705,5,1,0,2,1,31,3,6,1,1,70,0
8706,0,1,1,2,1,33,3,6,0,0,87,0
8707,4,1,1,1,1,29,4,6,1,0,59,0
8708,0,1,0,2,1,27,4,4,1,0,84,0
8709,8,1,0,2,1,47,4,14,0,0,82,0
8710,4,1,0,2,2,33,3,9,0,0,62,0
8711,7,2,1,1,1,35,4,3,1,0,44,0
8712,7,1,1,1,1,37,2,4,0,0,53,0
8713,5,2,0,1,1,32,3,6,1,0,74,0
8714,4,2,0,3,1,35,5,8,1,0,60,1
8715,5,1,0,2,1,39,5,7,1,0,73,0
8716,4,2,1,1,1,37,3,7,0,0,60,0
8717,7,2,1,1,1,40,5,2,0,0,72,1
8718,8,1,1,2,1,33,3,8,1,0,76,0
8719,1,3,1,1,1,23,4,1,0,0,58,0
8720,4,1,1,2,1,34,2,4,0,0,64,0
8721,5,1,1,1,1,32,3,5,0,0,68,0
8722,7,1,1,2,1,29,3,2,0,0,47,0
8723,4,1,1,3,1,26,4,2,0,0,56,0
8724,8,1,1,1,1,29,4,5,1,0,82,0
8725,4,1,1,1,1,37,2,7,1,0,57,1
8726,4,1,0,1,1,29,4,3,1,0,59,0
8727,7,1,1,1,1,27,5,4,1,0,48,0
8728,5,1,0,1,1,39,5,5,1,0,73,0
8729,7,1,1,2,1,48,3,7,1,0,47,1
8730,7,2,1,2,1,43,3,3,0,0,64,1
8731,7,2,1,1,1,36,4,9,0,0,54,0
8732,5,2,1,1,1,42,4,8,1,0,68,0
8733,8,1,0,2,1,35,3,5,1,0,76,0
8734,0,1,1,2,1,29,5,3,0,0,79,0
8735,4,1,1,1,1,31,4,5,1,0,62,1
8736,8,1,1,2,1,30,3,4,1,0,75,0
8737,4,2,0,2,1,33,2,7,0,1,73,1
8738,7,1,0,1,1,30,1,2,0,0,51,0
8739,7,1,1,1,1,38,5,5,1,0,50,0
8740,2,2,0,1,1,30,3,3,0,0,52,0
8741,4,2,0,1,1,42,3,3,0,0,58,0
8742,4,3,1,1,3,26,5,4,1,0,63,0
8743,4,2,1,2,1,58,3,32,0,0,59,0
8744,8,3,0,3,1,22,5,2,1,0,76,0
8745,4,2,1,1,1,36,3,6,0,0,61,0
8746,7,1,1,2,1,30,1,3,1,0,49,0
8747,7,1,1,1,1,36,5,7,0,0,47,0
8748,7,1,0,2,1,38,1,3,0,0,50,0
8749,5,1,1,1,1,37,3,7,0,0,70,0
8750,4,2,0,2,1,44,1,15,0,0,55,0
8751,2,3,0,1,1,23,5,2,1,0,52,0
8752,4,2,1,1,1,53,4,13,0,0,60,0
8753,4,1,1,2,1,33,3,5,1,0,53,0
8754,4,2,0,1,1,40,3,10,0,0,62,0
8755,1,1,1,1,1,31,4,4,0,0,61,0
8756,5,1,0,1,1,29,5,4,1,0,72,1
8757,7,2,1,1,2,44,1,2,0,0,53,0
8758,5,1,1,1,1,31,3,6,1,0,65,0
8759,4,1,1,2,1,38,4,7,0,0,58,0
8760,4,1,1,1,1,36,5,8,1,0,57,0
8761,7,1,1,1,1,22,1,2,0,0,51,0
8762,5,1,0,2,1,33,3,6,1,0,68,0
8763,7,2,1,1,2,44,3,7,0,0,44,0
8764,7,2,1,1,1,35,5,5,0,0,48,0
8765,8,2,1,1,1,54,1,4,0,0,78,0
8766,3,1,1,1,1,33,1,5,0,0,56,0
8767,7,2,1,1,1,50,1,20,0,0,46,0
8768,4,1,1,2,1,36,5,3,1,0,60,0
8769,4,2,0,1,1,43,3,7,1,0,61,0
8770,7,1,0,2,1,29,5,3,1,0,48,0
8771,4,2,1,2,1,42,4,2,0,0,64,0
8772,4,1,0,2,1,28,4,3,0,0,62,0
8773,4,1,1,1,1,27,4,4,0,0,60,0
8774,7,1,1,2,2,51,1,7,0,0,49,0
8775,7,2,1,2,1,35,4,2,1,0,52,0
8776,4,1,1,2,1,30,3,8,1,0,60,1
8777,8,1,1,2,1,34,3,9,0,0,78,0
8778,4,2,1,1,1,38,3,9,0,0,58,0
8779,7,1,1,1,1,27,1,2,0,0,56,0
8780,8,2,1,1,1,47,2,3,0,0,80,0
8781,4,1,0,1,1,32,5,6,1,0,64,0
8782,7,2,0,2,1,45,1,4,0,0,50,0
8783,7,2,1,1,1,33,1,6,0,0,46,0
8784,0,2,1,1,2,34,3,2,0,0,85,0
8785,4,2,0,1,1,39,5,11,0,0,60,0
8786,5,1,0,2,1,39,3,6,0,0,64,0
8787,4,2,1,1,1,33,3,6,0,0,62,0
8788,0,1,1,1,1,28,3,4,0,0,85,0
8789,4,1,0,2,1,34,5,4,1,0,58,0
8790,8,2,0,2,1,49,3,14,0,0,79,0
8791,0,1,1,1,1,31,5,7,0,1,95,1
8792,0,1,1,1,2,41,2,13,1,0,82,1
8793,5,1,1,1,1,52,5,2,1,0,67,0
8794,5,2,0,1,2,37,4,5,1,0,74,0
8795,8,2,1,1,1,27,3,3,0,0,76,0
8796,5,1,1,1,3,33,3,3,0,0,70,0
8797,1,1,1,1,2,56,3,14,0,0,60,0
8798,7,1,0,1,1,40,3,2,1,0,90,1
8799,4,1,0,2,1,35,3,5,1,0,55,0
8800,8,2,1,1,2,38,3,2,0,0,82,0
8801,7,2,1,1,1,29,2,4,0,0,49,0
8802,7,1,0,1,3,30,1,3,0,0,50,0
8803,7,1,1,1,2,32,3,3,1,0,52,0
8804,8,3,1,1,1,24,4,2,0,0,83,0
8805,8,1,1,1,1,30,3,2,0,0,79,0
8806,2,1,0,2,1,33,3,4,0,0,50,0
8807,4,1,0,2,1,40,4,14,1,0,61,0
8808,5,2,1,1,1,60,2,5,0,0,68,0
8809,5,1,1,2,2,31,5,10,1,0,69,1
8810,7,1,1,2,2,50,3,6,0,0,53,0
8811,4,1,0,1,1,52,5,8,0,0,58,0
8812,8,2,1,1,2,52,4,22,0,0,72,0
8813,2,1,1,1,2,55,3,14,0,0,51,0
8814,5,1,0,2,3,30,2,5,1,0,86,1
8815,0,2,1,1,1,42,1,13,0,0,86,0
8816,8,1,1,3,2,26,5,3,1,0,82,0
8817,7,1,0,2,1,27,2,4,0,0,49,0
8818,7,1,1,1,1,39,3,8,0,0,51,0
8819,0,1,1,2,1,28,3,4,0,0,88,0
8820,0,1,1,1,1,29,1,3,0,0,85,0
8821,4,2,0,1,1,46,5,16,0,0,61,0
8822,3,2,1,2,1,46,5,7,0,0,60,0
8823,4,1,0,1,2,31,4,4,0,0,63,0
8824,1,2,0,2,1,33,4,4,1,0,58,0
8825,7,2,1,2,1,38,1,10,0,0,50,0
8826,7,2,0,2,1,37,1,2,0,0,52,0
8827,4,1,0,2,1,31,4,6,0,0,61,0
8828,7,1,1,1,1,38,3,9,0,0,51,0
8829,4,1,0,1,1,33,3,7,1,0,62,0
8830,0,2,1,1,3,36,3,10,0,0,83,0
8831,7,1,1,2,5,28,1,4,0,0,48,0
8832,7,1,0,2,1,34,5,9,1,0,51,0
8833,1,1,0,1,1,25,3,3,0,0,63,0
8834,0,1,1,1,2,32,3,8,0,0,88,0
8835,7,1,1,1,2,30,2,7,0,0,49,0
8836,5,2,0,1,1,47,3,19,0,0,71,0
8837,4,1,1,1,1,37,3,8,0,0,58,0
8838,5,2,1,1,1,45,5,19,1,0,71,0
8839,0,1,1,1,3,40,3,4,1,0,86,0
8840,7,1,0,2,1,29,3,6,1,0,55,0
8841,4,1,1,1,2,46,5,12,1,0,59,0
8842,4,1,0,2,1,35,1,6,0,0,60,0
8843,7,1,0,1,1,34,1,8,0,0,46,0
8844,4,1,0,1,1,33,3,9,0,0,61,0
8845,7,2,0,2,1,37,3,7,0,0,50,0
8846,7,1,1,2,2,26,1,3,0,0,49,0
8847,8,1,1,2,1,47,4,15,0,0,76,0
8848,7,1,0,2,1,52,5,16,1,0,53,0
8849,7,1,1,1,1,54,5,16,0,0,48,0
8850,4,2,1,2,2,43,3,6,0,0,58,0
8851,5,2,0,2,1,40,3,8,0,0,65,0
8852,0,1,1,2,1,29,1,5,1,0,86,0
8853,7,2,1,2,1,32,5,5,1,0,49,0
8854,7,2,1,1,2,35,1,10,0,0,47,0
8855,2,2,0,1,1,59,5,18,1,0,45,0
8856,0,1,1,1,2,37,3,10,1,0,86,0
8857,8,1,0,2,1,30,4,9,0,0,84,0
8858,4,1,0,2,1,30,5,6,0,0,60,0
8859,8,2,1,2,2,37,1,6,0,0,82,0
8860,4,1,1,1,1,37,5,12,1,0,59,0
8861,5,1,1,1,2,30,5,7,1,0,73,0
8862,4,2,1,1,1,45,3,18,0,0,58,0
8863,1,1,0,2,1,60,3,31,0,0,58,0
8864,8,2,1,1,1,57,3,14,0,0,77,0
8865,5,2,1,1,1,58,5,17,0,0,70,0
8866,4,1,1,2,1,57,4,18,0,0,58,0
8867,4,1,0,1,1,33,3,4,0,0,66,1
8868,6,2,1,2,1,33,4,4,0,0,81,0
8869,4,1,1,2,4,33,2,4,0,0,58,0
8870,4,1,1,2,1,28,3,3,1,0,63,0
8871,7,1,1,2,1,29,1,6,0,0,47,0
8872,4,2,1,2,1,48,5,17,0,0,59,0
8873,4,1,0,2,1,40,3,5,1,0,61,0
8874,8,2,1,2,1,43,2,7,0,0,77,0
8875,4,1,0,1,1,36,4,4,1,0,60,0
8876,0,1,1,2,1,28,5,4,0,0,83,1
8877,5,2,0,2,3,35,3,5,0,0,71,0
8878,4,1,1,1,1,34,3,7,1,0,61,0
8879,5,1,1,1,2,26,1,3,1,0,69,0
8880,7,1,1,1,1,37,1,7,1,0,50,1
8881,7,1,0,3,1,28,5,4,0,0,59,0
8882,7,1,0,2,2,55,2,18,0,0,52,0
8883,4,1,0,1,1,31,2,7,1,0,55,0
8884,0,1,1,1,1,27,4,2,1,0,85,0
8885,4,1,0,2,1,32,4,3,1,0,61,0
8886,0,1,1,1,1,29,3,1,0,0,87,0
8887,8,1,1,1,1,27,2,2,1,0,81,0
8888,8,1,1,1,1,31,2,7,0,0,81,0
8889,4,1,1,1,2,34,5,2,1,0,64,0
8890,7,2,0,1,1,33,3,7,0,0,53,0
8891,0,1,1,2,1,34,4,8,0,0,87,0
8892,4,1,1,1,1,30,5,3,1,0,91,1
8893,0,1,1,1,1,39,5,8,0,0,87,0
8894,7,1,0,1,2,29,3,3,1,0,47,1
8895,4,1,0,1,1,24,4,2,0,0,65,0
8896,0,1,1,1,2,25,3,2,0,0,79,0
8897,4,1,1,2,1,29,4,4,0,0,61,0
8898,5,1,1,1,2,30,2,7,0,0,72,0
8899,4,1,0,3,1,33,4,7,0,0,61,0
8900,3,1,1,1,1,29,4,2,0,0,59,0
8901,5,1,1,2,2,32,3,8,0,0,74,0
8902,5,1,0,1,2,31,1,4,0,0,69,0
8903,4,1,1,1,1,28,5,4,0,0,57,0
8904,8,1,1,1,1,48,3,7,0,0,74,0
8905,7,2,1,1,1,42,3,7,0,0,47,0
8906,7,1,1,1,1,51,4,2,0,1,53,0
8907,7,2,1,2,1,52,4,5,0,0,46,0
8908,0,1,1,2,1,28,1,2,0,1,89,0
8909,0,1,1,3,2,29,3,3,1,0,80,0
8910,8,1,0,2,1,29,1,2,0,0,79,0
8911,7,1,1,2,1,31,3,7,0,0,58,1
8912,7,1,0,2,2,29,5,2,0,0,51,0
8913,4,2,0,1,1,43,5,13,1,0,51,0
8914,7,1,1,2,1,33,4,2,0,0,47,0
8915,8,2,1,3,1,36,5,9,1,0,78,0
8916,4,2,0,2,1,39,3,7,1,0,59,0
8917,7,1,1,1,1,43,3,7,0,0,50,0
8918,7,1,1,2,1,33,5,6,0,0,47,0
8919,5,1,0,1,1,34,4,4,1,0,72,1
8920,1,1,0,2,1,29,3,2,0,0,72,1
8921,7,1,1,2,1,25,3,2,1,0,47,0
8922,2,1,1,2,1,33,1,4,0,0,52,0
8923,4,1,0,1,1,34,3,4,1,0,57,0
8924,7,2,0,2,3,46,2,7,0,0,50,0
8925,0,1,1,1,1,32,4,7,0,0,85,0
8926,4,2,0,2,1,39,5,9,1,0,60,0
8927,5,2,0,1,2,37,3,9,0,0,67,0
8928,4,1,1,2,1,30,5,7,0,0,70,1
8929,7,1,0,1,1,35,3,7,0,0,49,0
8930,8,1,1,1,1,51,3,16,1,0,80,0
8931,7,2,1,2,1,46,2,6,1,0,44,0
8932,7,1,1,2,1,46,4,3,0,0,53,0
8933,7,1,0,1,1,32,2,6,0,0,48,0
8934,7,1,1,2,2,33,1,7,0,0,53,0
8935,5,1,1,2,8,26,3,2,1,0,68,0
8936,0,2,1,1,1,35,3,9,0,0,84,0
8937,7,1,1,1,1,40,3,6,1,0,51,0
8938,6,2,1,1,1,41,5,11,1,0,82,0
8939,7,1,1,2,2,41,3,14,0,0,46,0
8940,8,1,1,1,1,30,3,6,0,0,78,0
8941,4,1,1,2,1,35,4,5,1,0,62,0
8942,6,1,1,1,1,36,3,7,0,0,84,0
8943,8,2,1,2,1,41,2,11,0,0,78,0
8944,5,1,1,2,5,28,2,2,0,0,69,0
8945,4,1,1,1,1,41,4,6,1,0,61,0
8946,4,1,0,2,1,30,5,5,1,0,60,0
8947,0,2,1,1,1,32,3,3,0,0,89,0
8948,8,2,1,2,2,37,3,4,0,0,77,0
8949,4,1,1,1,1,25,5,4,0,0,61,0
8950,4,1,1,2,1,36,3,6,0,0,59,0
8951,6,1,1,1,2,27,5,2,1,0,89,0
8952,6,1,1,2,1,31,3,5,1,0,82,1
8953,7,1,1,1,1,34,4,3,0,0,49,0
8954,8,1,0,1,2,32,3,7,0,0,76,0
8955,5,2,1,1,2,37,5,6,0,0,69,0
8956,0,1,0,2,1,30,4,4,1,0,82,0
8957,4,1,1,2,2,41,3,5,0,0,61,0
8958,7,1,0,1,3,28,4,5,0,0,54,0
8959,5,1,1,2,1,29,3,4,0,0,71,0
8960,4,1,0,3,1,32,5,4,1,0,67,0
8961,5,1,1,1,3,25,5,2,0,0,80,1
8962,8,2,1,2,1,34,3,4,0,0,80,0
8963,7,2,1,3,1,32,5,3,1,0,40,0
8964,4,1,0,2,1,33,5,4,0,0,61,0
