employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
2265,Sales & Marketing,1,Bachelor's,m,other,1,35,5,9,1,0,45,0
2266,Analytics,28,Master's & above,m,sourcing,1,33,4,4,1,0,87,1
2267,Finance,22,Bachelor's,m,sourcing,1,31,1,5,0,0,58,0
2268,Technology,5,Master's & above,f,other,1,36,3,8,0,0,79,0
2269,Analytics,22,Bachelor's,f,other,4,30,5,3,1,0,86,0
2270,Legal,23,Master's & above,m,sourcing,1,43,3,8,0,0,61,0
2271,Operations,4,Master's & above,m,other,1,40,5,5,1,0,60,0
2272,R&D,31,Master's & above,m,sourcing,1,37,5,8,0,0,84,0
2273,Procurement,13,Bachelor's,f,other,1,26,5,2,0,0,67,0
2274,Technology,33,Bachelor's,m,other,1,34,3,3,1,1,75,1
2275,Technology,23,Master's & above,f,other,1,34,3,7,0,0,72,0
2276,Procurement,33,Bachelor's,m,other,1,27,2,2,0,0,71,0
2277,Operations,2,Bachelor's,m,referred,1,34,5,7,0,0,59,0
2278,Analytics,15,Bachelor's,m,other,1,40,3,12,0,0,84,0
2279,Sales & Marketing,7,Bachelor's,m,sourcing,1,30,5,5,0,0,50,0
2280,Sales & Marketing,10,Master's & above,m,sourcing,1,36,4,4,0,0,54,0
2281,Sales & Marketing,23,Master's & above,f,other,1,36,3,7,0,0,52,0
2282,Operations,2,Bachelor's,f,other,1,32,3,7,0,0,59,0
2283,Operations,2,Master's & above,f,other,2,36,1,7,0,0,60,0
2284,Procurement,2,Bachelor's,m,other,1,32,1,3,0,0,66,0
2285,Operations,14,Bachelor's,f,sourcing,1,35,3,3,1,0,64,0
2286,Operations,34,Bachelor's,m,sourcing,1,27,1,2,0,0,57,0
2287,Sales & Marketing,29,Bachelor's,m,sourcing,1,32,4,4,0,0,47,0
2288,Analytics,28,Master's & above,m,other,2,33,5,7,1,0,83,1
2289,Procurement,21,Bachelor's,m,sourcing,4,30,3,2,0,0,72,0
2290,Sales & Marketing,4,Master's & above,m,sourcing,2,40,1,3,0,0,51,0
2291,Operations,22,Bachelor's,f,sourcing,1,43,5,14,1,0,57,0
2292,Sales & Marketing,7,Master's & above,m,other,1,45,5,16,1,0,49,0
2293,Finance,2,Bachelor's,m,other,2,30,4,4,0,0,64,0
2294,Procurement,23,Bachelor's,m,sourcing,1,35,5,10,1,1,64,1
2295,Analytics,29,Master's & above,m,sourcing,1,32,3,8,0,0,86,0
2296,HR,7,Bachelor's,m,sourcing,2,48,4,19,0,0,53,0
2297,Analytics,22,Bachelor's,m,other,2,26,3,3,0,0,82,0
2298,Sales & Marketing,22,Bachelor's,m,other,2,26,3,3,0,0,67,1
2299,Technology,7,Master's & above,f,other,1,36,3,5,0,0,77,0
2300,Sales & Marketing,9,Master's & above,m,sourcing,1,27,1,1,0,0,48,0
2301,Operations,2,Bachelor's,f,other,2,38,4,4,1,0,57,0
2302,Sales & Marketing,7,Bachelor's,m,sourcing,1,42,3,11,0,0,50,0
2303,Operations,21,Master's & above,m,sourcing,2,35,3,7,1,0,58,0
2304,Sales & Marketing,2,Bachelor's,m,sourcing,3,33,3,8,0,0,51,0
2305,Technology,5,Bachelor's,m,other,1,35,1,9,0,0,82,0
2306,Technology,2,Master's & above,m,referred,1,39,5,10,1,0,82,0
2307,Sales & Marketing,2,Bachelor's,m,sourcing,1,31,3,6,1,1,96,1
2308,Operations,7,Bachelor's,m,other,1,46,3,9,0,0,56,0
2309,Sales & Marketing,11,Bachelor's,m,other,1,46,1,16,0,0,43,0
2310,Analytics,29,Bachelor's,m,sourcing,1,25,5,2,1,0,81,0
2311,Procurement,2,Bachelor's,f,other,2,25,3,5,0,0,74,0
2312,Procurement,2,Bachelor's,f,sourcing,2,46,3,18,0,0,71,0
2313,Analytics,22,Bachelor's,m,sourcing,2,27,5,2,1,0,80,0
2314,Operations,7,Master's & above,f,other,1,51,3,9,0,0,56,0
2315,HR,31,Bachelor's,f,other,1,29,3,3,0,0,48,0
2316,Operations,7,Bachelor's,m,sourcing,1,24,3,2,1,0,57,0
2317,Technology,26,Bachelor's,m,sourcing,1,26,4,2,1,0,80,1
2318,Analytics,2,Master's & above,m,other,1,50,5,23,1,0,82,0
2319,Technology,8,Master's & above,m,sourcing,1,33,4,7,0,0,78,0
2320,Procurement,2,Master's & above,f,other,1,43,4,9,0,0,69,0
2321,Analytics,7,Master's & above,m,other,1,42,3,14,0,0,86,0
2322,R&D,2,Master's & above,m,sourcing,1,35,1,8,0,0,83,0
2323,Sales & Marketing,15,Bachelor's,m,other,1,26,1,4,0,0,50,0
2324,Procurement,5,Bachelor's,m,other,1,34,3,6,0,0,71,0
2325,Sales & Marketing,26,Master's & above,m,sourcing,1,34,5,8,0,0,48,0
2326,Analytics,22,Bachelor's,m,sourcing,1,29,5,6,0,0,90,0
2327,HR,2,Master's & above,m,other,1,40,3,9,0,0,47,0
2328,Operations,28,Bachelor's,f,other,1,28,2,6,0,0,57,0
2329,Sales & Marketing,2,Bachelor's,m,sourcing,2,49,3,7,0,0,50,0
2330,Procurement,16,Bachelor's,m,sourcing,1,29,5,6,1,0,67,0
2331,Operations,2,Bachelor's,m,other,2,40,5,13,1,0,58,0
2332,Sales & Marketing,22,Master's & above,m,other,1,31,4,4,0,0,51,0
2333,Sales & Marketing,13,Master's & above,m,other,1,36,5,10,1,0,50,0
2334,Sales & Marketing,11,Bachelor's,m,other,1,35,5,2,0,0,47,0
2335,Sales & Marketing,24,Bachelor's,m,sourcing,1,31,3,7,0,0,46,0
2336,Sales & Marketing,17,Bachelor's,m,sourcing,1,33,3,3,1,0,48,0
2337,Sales & Marketing,30,Bachelor's,m,other,1,40,2,4,1,0,53,0
2338,Analytics,22,Bachelor's,f,sourcing,1,26,5,2,1,0,82,0
2339,Sales & Marketing,1,Master's & above,f,sourcing,1,31,4,5,1,0,48,0
2340,Sales & Marketing,4,Bachelor's,m,sourcing,1,33,3,4,0,1,62,1
2341,Technology,19,Bachelor's,m,other,2,33,2,6,0,0,78,0
2342,Operations,13,Bachelor's,f,other,1,33,3,2,1,0,64,0
2343,Sales & Marketing,2,Master's & above,m,sourcing,2,41,4,3,0,0,53,0
2344,Sales & Marketing,27,Bachelor's,m,sourcing,1,29,4,3,0,0,48,0
2345,Procurement,16,Bachelor's,f,sourcing,1,36,3,4,0,0,70,0
2346,Analytics,13,Bachelor's,m,other,4,30,1,5,0,0,81,0
2347,R&D,22,Bachelor's,m,sourcing,2,30,4,2,1,0,85,1
2348,Procurement,2,Bachelor's,m,other,3,31,4,2,0,0,65,0
2349,Finance,2,Bachelor's,m,other,1,50,1,3,0,0,59,0
2350,Technology,7,Bachelor's,m,other,1,47,5,5,1,0,80,0
2351,Procurement,7,Bachelor's,m,sourcing,1,38,5,10,1,0,71,0
2352,Procurement,13,Master's & above,m,sourcing,1,43,1,7,0,0,69,0
2353,Operations,26,Bachelor's,m,other,2,34,4,3,0,0,58,0
2354,Technology,7,Bachelor's,f,sourcing,1,38,3,2,1,0,86,0
2355,Procurement,13,Bachelor's,m,other,1,32,3,8,0,0,73,0
2356,Analytics,7,Master's & above,f,other,1,35,5,3,1,0,85,1
2357,Operations,25,Below Secondary,m,other,1,26,5,3,0,0,54,0
2358,Procurement,2,Below Secondary,f,other,2,26,3,1,0,0,75,0
2359,Analytics,26,Bachelor's,m,other,3,25,5,2,0,0,84,0
2360,Analytics,15,Bachelor's,f,other,1,26,3,2,0,0,86,0
2361,Analytics,7,Bachelor's,m,other,1,40,1,9,0,0,84,0
2362,HR,26,Bachelor's,f,sourcing,1,27,1,4,0,0,46,0
2363,Operations,26,Bachelor's,f,other,1,46,3,5,1,0,62,0
2364,Analytics,28,Bachelor's,m,other,2,30,1,8,0,0,85,0
2365,Sales & Marketing,4,Master's & above,f,sourcing,1,34,5,7,1,0,92,1
2366,Analytics,22,Bachelor's,f,other,1,36,5,3,0,0,87,0
2367,Analytics,23,Master's & above,m,other,1,40,3,9,0,0,85,0
2368,Sales & Marketing,5,Bachelor's,m,other,1,42,3,16,0,0,48,0
2369,HR,2,Master's & above,m,sourcing,1,60,5,8,1,1,50,1
2370,Operations,27,Bachelor's,f,other,1,39,5,8,1,0,58,0
2371,Analytics,20,Bachelor's,m,sourcing,1,32,5,3,0,0,84,0
2372,Operations,31,Bachelor's,m,sourcing,1,46,4,8,1,0,58,0
2373,Technology,33,Bachelor's,m,sourcing,1,46,3,19,0,0,80,0
2374,Operations,22,Below Secondary,m,sourcing,1,26,1,3,1,1,58,0
2375,Legal,22,Bachelor's,f,other,1,30,3,2,0,0,59,0
2376,Sales & Marketing,16,Bachelor's,m,sourcing,1,51,4,17,0,0,63,1
2377,Operations,4,Bachelor's,f,other,1,39,3,4,1,0,59,0
2378,Sales & Marketing,14,Bachelor's,f,other,1,33,3,5,0,0,50,0
2379,Sales & Marketing,13,Bachelor's,m,other,1,41,5,5,0,0,50,0
2380,Sales & Marketing,11,Master's & above,m,sourcing,1,33,4,2,0,0,52,0
2381,Operations,7,Master's & above,f,sourcing,1,39,5,5,1,0,61,0
2382,Analytics,1,Master's & above,m,other,1,30,5,5,1,0,84,1
2383,Analytics,2,Bachelor's,m,sourcing,1,37,3,8,0,0,79,0
2384,Analytics,15,Bachelor's,m,sourcing,1,36,4,3,1,0,87,0
2385,Technology,20,Bachelor's,f,other,1,33,1,8,0,0,81,0
2386,HR,13,Bachelor's,m,sourcing,1,25,5,2,1,0,50,1
2387,Sales & Marketing,2,Master's & above,m,other,1,44,3,2,1,0,51,0
2388,HR,26,Bachelor's,m,other,1,32,3,4,0,0,49,0
2389,Sales & Marketing,16,Bachelor's,f,sourcing,1,33,5,4,1,0,50,1
2390,R&D,26,Master's & above,m,other,2,30,3,4,0,0,82,0
2391,Sales & Marketing,30,Bachelor's,f,sourcing,1,35,2,8,0,0,51,0
2392,Sales & Marketing,26,Bachelor's,m,sourcing,3,26,3,4,0,0,46,0
2393,Sales & Marketing,16,Bachelor's,f,sourcing,1,38,3,6,0,0,50,0
2394,Procurement,2,Master's & above,m,sourcing,1,43,3,5,1,0,68,0
2395,Sales & Marketing,22,Master's & above,m,other,1,41,5,6,1,0,49,0
2396,Operations,23,Master's & above,m,sourcing,3,43,1,9,0,0,58,0
2397,Analytics,30,Bachelor's,m,sourcing,1,31,4,7,0,0,87,0
2398,Analytics,29,Bachelor's,m,sourcing,1,30,5,4,1,0,85,0
2399,Technology,22,Master's & above,f,other,2,47,5,4,1,0,79,1
2400,Operations,30,Bachelor's,m,sourcing,1,32,3,7,0,0,62,0
2401,Operations,19,Bachelor's,f,other,1,43,2,12,0,0,60,0
2402,Procurement,23,Master's & above,f,sourcing,1,33,3,6,0,0,86,1
2403,Technology,5,Bachelor's,m,other,1,27,1,3,0,0,83,0
2404,Procurement,2,Master's & above,f,sourcing,1,38,5,9,1,0,69,1
2405,R&D,11,Bachelor's,m,sourcing,1,32,3,7,0,0,80,0
2406,Technology,26,Master's & above,m,other,1,44,3,5,1,0,79,0
2407,Operations,7,Master's & above,m,other,1,41,5,3,1,0,61,0
2408,HR,27,Bachelor's,m,other,1,32,1,3,1,0,51,0
2409,Legal,31,Bachelor's,m,other,1,33,3,2,0,0,57,0
2410,Technology,10,Bachelor's,m,other,1,27,4,5,0,0,81,0
2411,Operations,2,Bachelor's,f,sourcing,2,30,3,2,0,0,54,0
2412,Technology,2,Bachelor's,m,sourcing,1,34,1,3,0,0,78,0
2413,Legal,13,Bachelor's,m,sourcing,1,34,3,3,0,0,62,0
2414,Sales & Marketing,2,Bachelor's,f,referred,1,32,3,3,0,0,50,0
2415,Procurement,26,Bachelor's,m,other,1,29,5,3,0,0,66,0
2416,Operations,22,Bachelor's,m,referred,1,35,4,8,0,0,62,0
2417,Procurement,2,Master's & above,m,sourcing,1,34,5,10,1,0,73,0
2418,Procurement,13,Bachelor's,m,other,2,34,3,2,0,0,67,0
2419,Sales & Marketing,2,Bachelor's,m,other,3,38,2,4,1,0,48,0
2420,Analytics,2,Master's & above,m,sourcing,1,34,3,4,1,0,83,0
2421,Operations,15,Bachelor's,m,other,1,27,5,4,1,0,62,0
2422,Operations,6,Bachelor's,f,sourcing,1,35,4,9,0,0,56,0
2423,Technology,22,Bachelor's,m,sourcing,1,30,3,6,1,0,79,0
2424,Operations,31,Bachelor's,m,other,1,31,3,5,0,0,58,0
2425,Technology,2,Master's & above,f,other,2,36,2,7,1,0,81,0
2426,Analytics,29,Bachelor's,m,other,3,34,5,6,1,1,80,0
2427,Technology,15,Master's & above,f,other,1,31,3,5,0,0,73,0
2428,Technology,15,Bachelor's,m,sourcing,1,31,5,7,1,0,81,1
2429,Operations,30,Master's & above,m,other,1,38,3,8,1,0,59,0
2430,Finance,19,Bachelor's,f,sourcing,1,36,4,3,0,0,59,0
2431,Sales & Marketing,29,Master's & above,m,sourcing,1,39,3,3,1,0,43,0
2432,Technology,2,Bachelor's,f,sourcing,1,46,1,6,0,0,77,0
2433,Technology,23,Bachelor's,f,other,2,29,3,2,0,0,81,0
2434,Sales & Marketing,16,Master's & above,m,sourcing,3,35,3,10,0,0,51,0
2435,Operations,31,Bachelor's,f,sourcing,1,30,3,2,0,0,63,0
2436,Technology,5,Master's & above,f,other,1,34,3,3,0,0,78,0
2437,Technology,26,Bachelor's,f,other,1,40,2,4,0,0,78,0
2438,Procurement,2,Master's & above,f,other,1,45,3,5,0,0,70,0
2439,Sales & Marketing,4,Bachelor's,m,other,1,32,3,4,0,0,49,0
2440,Procurement,16,Master's & above,f,other,1,35,3,9,1,0,70,1
2441,Sales & Marketing,29,Bachelor's,m,sourcing,1,32,3,6,0,0,50,0
2442,Operations,2,Master's & above,f,other,1,38,4,7,0,0,61,0
2443,Procurement,2,Bachelor's,f,other,1,34,3,8,0,0,65,0
2444,Technology,9,Bachelor's,m,other,1,28,2,2,1,0,83,0
2445,Analytics,21,Bachelor's,m,other,1,33,2,3,0,0,86,0
2446,Operations,2,Bachelor's,m,sourcing,1,36,1,6,0,0,61,0
2447,Analytics,15,Master's & above,m,other,1,36,4,10,0,0,86,0
2448,Procurement,2,Master's & above,m,sourcing,2,38,3,11,0,0,64,0
2449,Operations,7,Master's & above,f,other,1,35,1,5,0,0,54,0
2450,Technology,26,Bachelor's,f,other,1,32,1,5,0,0,82,0
2451,Sales & Marketing,25,Master's & above,m,other,1,46,3,7,0,0,45,0
2452,Sales & Marketing,1,Master's & above,m,sourcing,1,35,5,6,1,0,45,0
2453,Finance,13,Bachelor's,m,other,1,36,3,4,0,0,70,1
2454,Sales & Marketing,2,Bachelor's,f,other,1,38,5,10,1,0,51,0
2455,Sales & Marketing,28,Bachelor's,m,sourcing,1,41,3,3,0,0,49,0
2456,Sales & Marketing,4,Master's & above,m,other,1,31,3,5,0,0,52,0
2457,Analytics,2,Bachelor's,m,other,1,29,2,1,0,0,85,0
2458,Technology,2,Master's & above,f,sourcing,1,36,3,8,0,0,78,0
2459,Sales & Marketing,2,Master's & above,m,other,4,34,1,8,0,0,47,0
2460,Operations,19,Master's & above,m,sourcing,2,46,3,15,0,0,60,0
2461,Analytics,32,Bachelor's,m,other,2,36,4,3,0,0,86,0
2462,Operations,2,Master's & above,f,other,2,35,3,5,1,0,59,1
2463,Procurement,2,Master's & above,f,sourcing,1,37,1,7,1,0,72,0
2464,Procurement,20,Master's & above,f,other,1,38,5,10,1,0,72,0
2465,Sales & Marketing,1,Master's & above,f,sourcing,1,33,4,3,0,0,50,0
2466,Procurement,2,Bachelor's,f,other,1,34,4,6,0,0,72,0
2467,Operations,29,Master's & above,m,other,1,31,5,3,1,0,60,1
2468,Operations,8,Bachelor's,f,other,1,32,3,5,1,0,57,0
2469,Operations,15,Master's & above,m,other,1,46,4,16,0,0,59,0
2470,Analytics,2,Bachelor's,m,other,2,30,5,4,1,0,84,0
2471,Procurement,4,Master's & above,m,other,1,46,3,18,0,0,65,0
2472,Procurement,22,Bachelor's,f,other,1,34,5,2,1,0,65,1
2473,Analytics,27,Bachelor's,m,other,1,29,4,2,0,0,84,0
2474,Technology,5,Bachelor's,f,sourcing,1,31,3,4,1,0,79,0
2475,Sales & Marketing,14,Bachelor's,m,sourcing,1,35,2,5,1,0,51,0
2476,Operations,27,Bachelor's,m,other,1,36,5,7,1,0,57,1
2477,Sales & Marketing,2,Master's & above,f,sourcing,1,41,3,11,0,0,47,0
2478,Operations,13,Bachelor's,m,other,1,34,2,4,0,0,59,0
2479,Operations,22,Master's & above,m,sourcing,1,32,4,3,1,0,60,0
2480,HR,2,Below Secondary,m,other,1,26,3,1,0,0,53,0
2481,Procurement,22,Bachelor's,m,sourcing,2,31,3,5,1,0,69,0
2482,Finance,4,Master's & above,m,other,1,35,3,7,1,0,52,0
2483,Sales & Marketing,18,Bachelor's,m,other,1,26,1,2,0,0,48,0
2484,HR,2,Bachelor's,f,other,1,30,3,2,0,0,49,0
2485,Sales & Marketing,23,Bachelor's,f,other,1,28,5,3,1,0,51,0
2486,Finance,22,Master's & above,f,sourcing,1,34,4,7,0,0,61,0
2487,Sales & Marketing,7,Bachelor's,m,other,1,37,3,6,1,0,49,0
2488,Sales & Marketing,17,Master's & above,m,sourcing,1,48,1,17,0,1,48,0
2489,Sales & Marketing,2,Bachelor's,m,sourcing,1,46,3,6,0,0,50,0
2490,Technology,27,Bachelor's,f,other,1,40,3,15,0,0,80,0
2491,Operations,27,Bachelor's,m,other,1,31,4,4,0,0,59,0
2492,Sales & Marketing,22,Bachelor's,m,other,1,30,2,5,0,0,50,0
2493,Technology,15,Master's & above,m,other,1,38,3,4,0,0,81,0
2494,Procurement,4,Master's & above,m,other,1,53,3,21,0,0,72,0
2495,Sales & Marketing,2,Bachelor's,m,sourcing,2,31,5,3,0,0,53,0
2496,Technology,27,Master's & above,m,other,1,49,5,11,1,0,79,0
2497,Technology,23,Bachelor's,m,other,4,32,5,6,0,0,80,0
2498,Technology,7,Bachelor's,m,sourcing,1,41,4,12,0,0,79,0
2499,Finance,3,Bachelor's,f,other,1,31,3,2,0,0,60,0
2500,Sales & Marketing,29,Master's & above,m,sourcing,1,38,2,6,1,0,50,0
2501,Operations,2,Bachelor's,m,sourcing,1,40,4,7,1,0,63,0
2502,Sales & Marketing,2,Bachelor's,m,other,2,32,3,6,1,0,51,0
2503,Operations,31,Bachelor's,m,other,1,31,4,4,0,0,56,0
2504,Sales & Marketing,26,Bachelor's,m,sourcing,1,34,5,7,1,0,46,0
2505,Technology,2,Master's & above,m,sourcing,2,38,3,9,1,0,91,1
2506,Operations,26,Bachelor's,m,other,1,37,3,10,0,0,59,0
2507,Analytics,6,Bachelor's,m,other,1,27,5,2,1,0,81,0
2508,Procurement,30,Bachelor's,f,other,1,33,5,2,1,0,69,1
2509,Procurement,10,Bachelor's,m,other,1,28,3,4,0,0,65,0
2510,Sales & Marketing,2,Master's & above,m,other,1,45,1,3,1,0,47,0
2511,HR,2,Master's & above,f,other,1,50,5,7,1,0,50,0
2512,Sales & Marketing,22,Bachelor's,m,sourcing,1,38,5,9,0,0,55,0
2513,Operations,1,Bachelor's,m,other,1,37,3,9,0,0,60,0
2514,Procurement,7,Bachelor's,m,other,1,32,3,10,0,0,71,0
2515,Sales & Marketing,4,Master's & above,m,sourcing,6,37,1,8,0,0,52,0
2516,Sales & Marketing,28,Master's & above,f,sourcing,1,37,3,7,1,0,52,0
2517,Sales & Marketing,27,Bachelor's,f,other,1,34,1,8,0,0,45,0
2518,Sales & Marketing,2,Master's & above,f,sourcing,1,40,3,3,1,0,48,1
2519,Sales & Marketing,33,Bachelor's,m,other,2,30,2,4,0,0,41,0
2520,Procurement,7,Below Secondary,m,sourcing,1,26,3,4,0,0,73,0
2521,Analytics,26,Bachelor's,m,sourcing,1,35,5,6,1,0,83,0
2522,Technology,31,Bachelor's,m,other,1,26,2,2,1,0,80,0
2523,Procurement,31,Bachelor's,f,other,1,28,3,5,0,0,77,0
2524,Technology,13,Bachelor's,m,other,2,35,5,7,1,0,78,0
2525,Procurement,17,Bachelor's,f,other,1,28,5,4,1,0,66,0
2526,Sales & Marketing,4,Master's & above,m,sourcing,1,46,5,18,0,0,54,0
2527,Technology,12,Bachelor's,m,other,1,27,4,2,0,0,81,0
2528,Finance,26,Bachelor's,m,other,3,26,3,4,1,0,60,0
2529,Technology,23,Bachelor's,m,sourcing,1,37,3,6,0,0,80,0
2530,Operations,26,Master's & above,f,other,1,40,1,3,0,0,59,0
2531,Sales & Marketing,8,Master's & above,m,other,1,38,3,10,0,0,46,0
2532,Sales & Marketing,2,Bachelor's,m,other,1,45,4,4,0,0,50,0
2533,Technology,2,Below Secondary,m,referred,1,22,3,1,0,0,80,0
2534,Sales & Marketing,2,Bachelor's,m,sourcing,1,52,2,2,0,0,48,0
2535,Sales & Marketing,7,Bachelor's,m,other,3,28,2,3,0,0,47,0
2536,Operations,8,Bachelor's,f,sourcing,1,45,5,12,1,0,61,0
2537,Operations,31,Bachelor's,m,other,1,27,5,1,0,0,62,0
2538,Sales & Marketing,9,Bachelor's,m,other,1,27,3,3,0,0,49,0
2539,Technology,13,Bachelor's,m,other,1,54,4,15,0,0,86,1
2540,Sales & Marketing,22,Bachelor's,f,sourcing,1,35,3,7,0,0,49,0
2541,Analytics,2,Bachelor's,m,other,1,27,5,2,1,0,85,0
2542,Finance,14,Bachelor's,m,sourcing,1,29,5,6,1,0,59,0
2543,Sales & Marketing,34,Bachelor's,m,other,2,29,4,6,0,0,51,0
2544,Technology,11,Bachelor's,f,other,1,34,3,5,0,0,79,0
2545,Sales & Marketing,2,Bachelor's,f,other,1,38,3,11,1,1,48,0
2546,Finance,29,Bachelor's,f,other,1,27,4,3,1,0,61,0
2547,Operations,26,Master's & above,m,sourcing,1,32,4,7,0,0,57,0
2548,Procurement,13,Master's & above,m,other,1,35,1,2,0,0,69,0
2549,Procurement,17,Bachelor's,m,other,1,39,3,13,0,0,70,0
2550,Procurement,2,Master's & above,f,sourcing,2,42,3,6,1,0,70,0
2551,Technology,14,Bachelor's,m,sourcing,1,55,3,4,0,0,75,0
2552,Legal,26,Bachelor's,m,other,1,33,3,6,0,0,58,0
2553,Operations,29,Bachelor's,f,sourcing,1,29,3,3,0,0,60,0
2554,Sales & Marketing,27,Bachelor's,m,other,1,39,3,18,0,0,49,0
2555,Technology,5,Bachelor's,f,sourcing,1,37,3,8,0,0,83,0
2556,HR,23,Bachelor's,m,sourcing,1,29,3,2,0,0,55,0
2557,Sales & Marketing,2,Bachelor's,m,referred,2,28,5,6,1,0,48,1
2558,Sales & Marketing,26,Bachelor's,m,other,1,28,5,6,1,0,50,0
2559,Sales & Marketing,17,Bachelor's,m,sourcing,1,37,5,3,1,0,51,0
2560,Operations,22,Bachelor's,f,sourcing,1,35,5,10,0,0,58,0
2561,Sales & Marketing,17,Bachelor's,m,other,1,34,1,10,0,0,51,0
2562,Sales & Marketing,27,Master's & above,m,sourcing,1,32,3,3,0,0,46,0
2563,Operations,14,Bachelor's,f,other,1,35,4,10,0,0,57,0
2564,Operations,22,Bachelor's,m,sourcing,1,45,4,7,1,0,60,0
2565,Procurement,17,Bachelor's,f,sourcing,1,50,4,16,0,0,67,0
2566,Operations,8,Master's & above,f,other,1,38,2,6,0,0,59,0
2567,Technology,16,Bachelor's,m,other,1,40,5,4,1,0,82,0
2568,Procurement,23,Master's & above,m,other,1,44,3,15,0,0,68,0
2569,Sales & Marketing,27,Bachelor's,f,other,1,32,3,7,0,0,51,0
2570,Technology,26,Master's & above,m,sourcing,1,32,4,8,1,0,76,0
2571,Operations,16,Bachelor's,m,other,1,35,2,5,0,0,58,0
2572,HR,13,Bachelor's,f,other,1,25,2,4,0,0,50,0
2573,Analytics,2,Bachelor's,m,sourcing,1,47,5,6,0,0,85,0
2574,Technology,7,Bachelor's,m,other,1,31,5,6,0,0,76,0
2575,Analytics,24,Bachelor's,m,sourcing,1,26,1,3,1,0,86,0
2576,Sales & Marketing,28,Master's & above,m,other,2,36,4,10,0,0,54,0
2577,Procurement,2,Master's & above,m,other,1,35,4,7,0,0,67,0
2578,Operations,16,Bachelor's,m,other,1,27,5,2,0,0,59,0
2579,Analytics,7,Bachelor's,m,other,2,40,3,6,0,0,87,0
2580,Sales & Marketing,5,Master's & above,m,other,1,34,3,3,0,0,47,0
2581,Sales & Marketing,13,Bachelor's,m,sourcing,1,34,5,9,0,0,64,1
2582,Technology,16,Below Secondary,m,sourcing,1,23,5,3,0,0,93,1
2583,Sales & Marketing,26,Bachelor's,m,other,2,31,3,2,0,0,51,0
2584,Sales & Marketing,2,Bachelor's,f,other,1,35,5,3,1,0,49,0
2585,Analytics,9,Master's & above,m,sourcing,1,33,4,7,0,0,83,0
2586,Operations,2,Master's & above,f,other,2,37,4,2,1,0,59,0
2587,Sales & Marketing,2,Bachelor's,m,other,1,44,2,2,1,0,51,1
2588,HR,26,Bachelor's,m,sourcing,1,27,5,2,1,0,50,0
2589,HR,2,Bachelor's,m,other,1,49,3,18,0,0,51,0
2590,Finance,7,Bachelor's,m,other,1,29,5,6,1,0,65,0
2591,Operations,2,Below Secondary,f,other,2,21,3,2,0,0,58,0
2592,Operations,2,Master's & above,f,other,1,34,2,8,0,0,57,0
2593,Legal,2,Master's & above,m,sourcing,1,59,4,17,1,0,62,0
2594,Sales & Marketing,23,Master's & above,f,other,1,40,1,8,0,0,51,0
2595,Operations,30,Bachelor's,m,other,1,29,5,5,0,0,57,0
2596,Sales & Marketing,32,Bachelor's,m,other,1,27,2,4,0,0,50,0
2597,Sales & Marketing,14,Bachelor's,m,sourcing,1,31,4,4,0,0,52,0
2598,Operations,26,Bachelor's,f,sourcing,1,29,5,3,0,0,56,0
2599,Technology,2,Bachelor's,m,other,3,30,2,5,0,0,74,0
2600,Operations,7,Bachelor's,f,other,1,29,5,4,1,0,55,0
2601,Sales & Marketing,13,Master's & above,m,sourcing,1,31,4,7,0,0,50,0
2602,Analytics,28,Bachelor's,f,other,1,32,3,6,1,0,90,0
2603,Sales & Marketing,13,Bachelor's,m,sourcing,1,25,4,2,0,0,52,0
2604,Analytics,31,Bachelor's,m,sourcing,1,46,3,6,1,0,84,0
2605,Sales & Marketing,7,Master's & above,f,other,1,43,2,15,0,0,46,0
2606,Operations,22,Master's & above,m,sourcing,2,36,3,4,1,0,60,0
2607,Finance,7,Bachelor's,f,other,1,28,3,4,1,0,58,0
2608,HR,22,Bachelor's,f,other,1,29,3,6,1,0,52,0
2609,Technology,16,Bachelor's,m,other,2,25,3,2,1,0,79,0
2610,Finance,2,Below Secondary,f,sourcing,1,24,4,2,0,0,59,0
2611,Procurement,17,Master's & above,f,sourcing,1,53,3,8,1,0,70,0
2612,Sales & Marketing,16,Bachelor's,f,other,1,39,1,8,0,0,45,0
2613,Sales & Marketing,13,Bachelor's,m,other,1,39,4,12,1,0,62,1
2614,Analytics,26,Bachelor's,m,sourcing,1,55,5,27,1,0,86,0
2615,Operations,21,Bachelor's,f,sourcing,1,34,5,5,1,0,60,0
2616,Technology,27,Bachelor's,m,other,1,39,4,10,0,0,78,0
2617,R&D,22,Bachelor's,m,other,2,32,5,5,1,0,81,0
2618,Operations,7,Bachelor's,f,other,1,32,4,2,1,0,60,1
2619,Procurement,19,Bachelor's,m,other,1,33,3,4,1,0,71,0
2620,Sales & Marketing,15,Bachelor's,m,sourcing,1,37,4,7,0,0,49,0
2621,HR,11,Bachelor's,f,other,1,32,5,7,1,0,47,0
2622,Operations,22,Master's & above,m,other,1,35,3,10,0,1,54,0
2623,Technology,21,Bachelor's,m,other,2,32,3,4,1,0,80,1
2624,Procurement,22,Master's & above,m,sourcing,1,40,3,12,0,0,70,0
2625,Procurement,6,Bachelor's,f,other,1,28,1,2,0,0,71,0
